City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,aasiaat,68.7098,-52.8699,-16.79,90,100,3.49,GL,1735258498
286,tiksi,71.6872,128.8694,-23.41,99,99,3.97,RU,1735258499
287,cabo san lucas,22.8909,-109.9124,24.17,56,0,5.14,MX,1735258202
288,bamboo flat,11.7,92.7167,25.63,76,17,4.49,IN,1735258501
289,kayenta,36.7278,-110.2546,4.97,50,69,2.29,US,1735258208
290,uturoa,-16.7333,-151.4333,27.38,70,100,3.96,PF,1735258504
291,manismata,-2.4667,111.0333,23.92,96,100,0.97,ID,1735258318
292,mahina,-17.5065,-149.489,29.87,70,0,5.14,PF,1735258506
293,tindouf,27.6711,-8.1474,12.79,36,14,4.44,DZ,1735258510
294,bilisht,40.6275,20.99,0.13,94,87,1.24,AL,1735258511
295,victoria,22.2855,114.1577,19.1,80,100,3.58,HK,1735258513
296,masina,-4.3836,15.3914,22.04,94,99,0.44,CD,1735258514
297,mccomb,31.2438,-90.4531,16.12,100,100,3.6,US,1735258515
298,paulo ramos,-4.2167,-45.1833,27.22,65,69,3.58,BR,1735258516
299,qingyang,37.4958,121.2581,0.43,45,67,6.97,CN,1735258518
300,junin,-34.5838,-60.9433,21.24,40,35,2.39,AR,1735258355
301,kawambwa,-9.7915,29.0791,17.58,91,92,0.79,ZM,1735258520
302,horqueta,-23.3428,-57.0597,22.81,44,0,2.3,PY,1735258521
303,solnechnyy,50.7214,136.6319,-21.79,86,96,1.99,RU,1735258522
304,yanam,16.7333,82.2167,22.8,85,40,2.62,IN,1735258524
305,igrim,63.1906,64.4162,-10.33,95,73,2.51,RU,1735258525
306,vila franca do campo,37.7167,-25.4333,18.27,99,89,2.9,PT,1735258528
307,tofol,5.3248,163.0078,25.88,94,100,6.69,FM,1735258530
308,bara,10.3744,10.7288,18.1,20,44,3.36,NG,1735258531
309,sittwe,20.15,92.9,20.95,53,10,3.49,MM,1735258532
310,turpan,42.9333,89.1667,-9.44,65,0,0.6,CN,1735258534
311,burang,30.25,81.1667,-7.36,39,100,2.26,CN,1735258535
312,kargopol',61.5071,38.9456,1.8,89,99,4.31,RU,1735258536
313,turbiv,49.3479,28.7212,0.94,79,100,4.64,UA,1735258537
314,port arthur,38.8,121.2667,-3.88,50,62,3.8,CN,1735258538
315,galeana,24.8333,-100.0667,13.85,49,0,0.7,MX,1735258540
316,ugoofaaru,5.6667,73.0,26.81,68,33,3.18,MV,1735258541
317,tolanaro,-25.0319,46.9987,23.98,90,41,4.6,MG,1735258405
318,porto novo,6.4965,2.6036,25.45,88,17,2.36,BJ,1735258543
319,alotau,-10.3069,150.4462,31.64,58,74,0.86,PG,1735258544
320,bor,56.3567,44.0669,-1.04,94,100,6.23,RU,1735258545
321,sinabang,2.4803,96.3801,26.33,82,100,1.93,ID,1735258546
322,sofifi,0.7349,127.576,27.54,79,100,1.03,ID,1735258549
323,binzhou,37.3667,118.0167,-2.36,34,100,1.96,CN,1735258550
324,bemidji,47.4736,-94.8803,1.14,100,100,3.6,US,1735258551
325,dordrecht,51.81,4.6736,4.99,97,100,1.34,NL,1735258552
326,ponta delgada,37.7333,-25.6667,18.44,88,20,1.54,PT,1735258553
327,mili,6.0815,171.735,27.34,85,96,8.38,MH,1735258555
328,lubuklinggau,-3.3,102.8667,22.6,93,100,0.53,ID,1735258335
329,eyl,7.9803,49.8164,22.72,80,62,8.38,SO,1735258557
330,marsh harbour,26.5412,-77.0636,23.11,75,97,6.19,BS,1735258436
331,port macquarie,-31.4333,152.9167,26.71,78,14,2.68,AU,1735258559
332,sitka,57.0531,-135.33,6.94,76,75,2.06,US,1735258508
333,la ronge,55.1001,-105.2842,-1.86,69,30,1.54,CA,1735258561
334,sola,-13.8833,167.55,27.37,83,100,1.03,VU,1735258563
335,vallenar,-28.5708,-70.7581,18.66,49,0,2.56,CL,1735258564
336,ulladulla,-35.35,150.4667,29.03,48,100,5.06,AU,1735258565
337,odacho-oda,35.1833,132.5,5.85,64,100,9.22,JP,1735258566
338,labrador city,52.9463,-66.9114,-9.05,86,75,4.92,CA,1735258567
339,mchinji,-13.7984,32.8802,19.18,79,96,1.72,MW,1735258568
340,selfoss,63.9331,-20.9971,3.91,93,100,14.51,IS,1735258569
341,conil de la frontera,36.2772,-6.0885,14.48,76,12,11.3,ES,1735258571
342,neryungri,56.6709,124.6491,-19.82,97,100,2.18,RU,1735258572
343,antonio enes,-16.2325,39.9086,25.5,85,80,1.92,MZ,1735258573
344,sanctuary point,-35.1114,150.629,30.71,45,100,3.19,AU,1735258575
345,geneina,13.45,22.45,18.45,19,59,3.68,SD,1735258576
346,mozhaysk,55.5019,36.0272,1.19,100,100,2.96,RU,1735258578
347,wanxian,30.8039,108.3897,8.77,81,85,1.1,CN,1735258579
348,castillos,-34.1667,-53.8333,17.22,88,74,4.36,UY,1735258580
349,sompeta,18.9333,84.6,21.0,83,0,3.04,IN,1735258581
350,villa tecolutilla,18.2833,-93.3167,23.51,86,53,1.79,MX,1735258583
351,dunedin,-45.8742,170.5036,14.62,69,7,3.56,NZ,1735258584
352,sao francisco do sul,-26.2433,-48.6381,22.76,94,40,0.0,BR,1735258572
353,broome,42.2506,-75.833,-5.74,88,0,0.0,US,1735258587
354,caiaponia,-16.9567,-51.8103,20.26,98,100,1.31,BR,1735258588
355,zarghun shahr,32.8473,68.4457,-0.45,30,0,1.9,AF,1735258589
356,ojinaga,29.5667,-104.4167,19.53,20,0,1.54,MX,1735258590
357,lichinga,-13.3128,35.2406,20.05,77,0,2.06,MZ,1735258591
358,marktoberdorf,47.7833,10.6167,-3.97,34,19,1.03,DE,1735258593
359,lerwick,60.1545,-1.1494,7.56,85,100,7.43,GB,1735258594
360,emerald,-23.5333,148.1667,29.63,44,2,5.2,AU,1735258595
361,brookings,44.3114,-96.7984,2.32,99,100,5.14,US,1735258596
362,ust-nera,64.5667,143.2,-31.8,100,100,1.58,RU,1735258597
363,zaltan,32.947,11.8665,11.83,71,61,4.84,LY,1735258598
364,lospalos,-8.5186,127.0025,25.59,80,96,1.32,TL,1735258599
365,las lomitas,-24.7096,-60.593,23.22,39,0,2.41,AR,1735258601
366,lesparre-medoc,45.3,-0.9333,4.9,94,0,2.03,FR,1735258602
367,kameshkovo,56.3481,41.0047,0.47,97,96,4.77,RU,1735258603
368,watampone,-4.5386,120.3279,27.5,76,100,1.36,ID,1735258604
369,sheridan,44.8333,-106.9173,2.21,87,100,2.57,US,1735258605
370,brumadinho,-20.1433,-44.1997,20.46,97,100,0.47,BR,1735258606
371,saudarkrokur,65.7461,-19.6394,2.82,91,100,7.82,IS,1735258607
372,tommot,58.9564,126.2925,-16.95,96,100,3.23,RU,1735258334
373,amarante do maranhao,-5.5667,-46.7422,24.8,72,100,1.36,BR,1735258610
374,utrik,11.2278,169.8474,27.41,78,93,8.31,MH,1735258611
375,angra do heroismo,38.65,-27.2167,16.34,94,20,3.69,PT,1735258612
376,la gi,10.6667,107.7833,24.93,87,100,2.51,VN,1735258613
377,an nuhud,12.7,28.4333,17.59,17,6,5.3,SD,1735258614
378,saldanha,-33.0117,17.9442,18.77,96,87,3.38,ZA,1735258615
379,kourou,5.1552,-52.6478,24.22,89,69,2.52,GF,1735258617
380,fuling,29.7022,107.3919,8.87,81,92,0.58,CN,1735258618
381,multan,30.1956,71.4753,7.94,81,0,0.0,PK,1735258619
382,almeirim,-1.5233,-52.5817,28.2,59,70,2.58,BR,1735258620
383,robore,-18.3333,-59.75,22.68,40,30,0.94,BO,1735258621
384,toamasina,-18.1667,49.3833,24.19,79,96,0.66,MG,1735258622
385,leiyang,26.4024,112.8591,8.07,50,100,1.64,CN,1735258624
386,puerto armuelles,8.2833,-82.8667,23.94,93,94,0.45,PA,1735258625
387,bela,25.9333,81.9833,15.36,61,0,0.53,IN,1735258626
388,charters towers,-20.1,146.2667,28.09,53,33,3.41,AU,1735258627
389,alta,69.9689,23.2717,-0.41,81,40,16.09,NO,1735258575
390,piacabucu,-10.4056,-36.4344,25.96,72,28,5.13,BR,1735258629
391,enewetak,11.3474,162.3373,27.42,75,62,9.67,MH,1735258630
392,nouadhibou,20.931,-17.0347,17.99,77,2,6.69,MR,1735258632
393,nishinoomote,30.7333,131.0,12.31,66,75,9.77,JP,1735258633
394,valparaiso,-33.0393,-71.6273,16.8,72,20,2.57,CL,1735258455
395,hurghada,27.2574,33.8129,14.18,35,86,6.13,EG,1735258635
396,pacific grove,36.6177,-121.9166,14.68,95,100,1.34,US,1735258636
397,mzimba,-11.9,33.6,18.7,79,96,3.14,MW,1735258637
398,gravenhurst,44.9168,-79.3663,-2.9,80,100,3.09,CA,1735258638
399,turochak,52.2576,87.1224,-19.33,97,76,1.46,RU,1735258640
400,al qubbah,32.7616,22.2424,7.54,89,2,5.96,LY,1735258641
401,viqueque,-8.8673,126.3658,25.07,91,91,0.76,TL,1735258643
402,viljoenskroon,-27.2084,26.9485,18.66,75,8,2.08,ZA,1735258644
403,shingu,33.7333,135.9833,7.57,58,1,6.91,JP,1735258487
404,les cayes,18.2,-73.75,25.43,84,94,0.7,HT,1735258646
405,alofi,-19.0595,-169.9187,28.94,84,75,5.66,NU,1735258647
406,ola,59.5833,151.2833,-21.65,76,97,3.37,RU,1735258649
407,kralendijk,12.15,-68.2667,27.99,74,20,6.69,BQ,1735258650
408,laguna,38.421,-121.4238,13.08,76,100,3.6,US,1735258372
409,betio village,1.358,172.9211,30.02,80,72,8.18,KI,1735258652
410,ahwa,20.75,73.6833,20.63,66,78,1.14,IN,1735258653
411,mirnyy,62.5353,113.9611,-21.38,99,99,1.87,RU,1735258654
412,camocim,-2.9022,-40.8411,26.54,81,41,6.25,BR,1735258393
413,kailua-kona,19.6406,-155.9956,28.49,70,40,5.66,US,1735258658
414,kokoda,-8.8785,147.7407,30.09,73,100,0.87,PG,1735258659
415,bucaramanga,7.1254,-73.1198,21.73,100,75,2.57,CO,1735258660
416,caibarien,22.5206,-79.4669,24.34,85,96,5.7,CU,1735258661
417,kotlas,61.2611,46.6556,1.77,97,100,5.33,RU,1735258662
418,languyan,5.2618,120.0807,25.34,86,100,2.1,PH,1735258664
419,zuunmod,47.7069,106.9528,-29.43,93,70,1.05,MN,1735258665
420,tazovsky,67.4667,78.7,-8.31,95,100,6.07,RU,1735258666
421,ebon,4.582,168.6964,27.78,82,73,6.46,MH,1735258667
422,vila velha,-20.3297,-40.2925,26.08,84,20,3.58,BR,1735258600
423,honcho,35.6931,139.9833,9.03,39,20,1.03,JP,1735258670
424,rexburg,43.826,-111.7897,0.99,100,100,5.66,US,1735258428
425,tura,25.5198,90.2201,13.68,70,0,2.02,IN,1735258672
426,dalandzadgad,43.5708,104.425,-13.56,45,0,0.62,MN,1735258673
427,ta`u,-14.2336,-169.5144,28.59,69,95,4.96,AS,1735258675
428,portland,45.5234,-122.6762,10.45,91,60,3.58,US,1735258676
429,inari,68.906,27.0288,0.22,77,67,6.32,FI,1735258677
430,pinsk,52.1229,26.0951,1.22,87,100,2.93,BY,1735258678
431,mugumu,-1.85,34.7,14.59,90,61,1.66,TZ,1735258679
432,carauari,-4.8828,-66.8958,23.44,98,93,0.39,BR,1735258680
433,yuzhno-kurilsk,44.0306,145.8556,-3.25,69,68,9.18,RU,1735258681
434,fortuna,40.5982,-124.1573,11.63,96,75,1.34,US,1735258683
435,villa maria,-32.4075,-63.2402,20.46,71,0,3.8,AR,1735258517
436,tashtagol,52.7657,87.8894,-13.76,88,90,1.99,RU,1735258685
437,chibougamau,49.9168,-74.3659,-5.21,93,100,3.09,CA,1735258686
438,farsan,32.2569,50.561,-6.98,48,39,2.05,IR,1735258688
439,queenstown,-31.8976,26.8753,19.37,63,80,2.97,ZA,1735258572
440,alghero,40.5589,8.3181,3.05,93,0,0.51,IT,1735258691
441,daru,-9.0763,143.2092,29.28,75,77,2.59,PG,1735258692
442,doka,13.5167,35.7667,23.48,41,7,3.69,SD,1735258693
443,nuuk,64.1835,-51.7216,-12.66,61,75,6.71,GL,1735258694
444,khawr fakkan,25.3313,56.342,19.86,66,0,0.47,AE,1735258695
445,buala,-8.145,159.5921,28.47,75,100,2.06,SB,1735258696
446,jepelacio,-6.1167,-76.95,17.96,98,99,0.65,PE,1735258698
447,arraial do cabo,-22.9661,-42.0278,23.89,96,100,3.65,BR,1735258699
448,kedougou,12.5579,-12.1743,23.77,11,20,1.25,SN,1735258516
449,nar'yan-mar,67.6713,53.087,-5.07,93,100,4.74,RU,1735258701
450,ar ruways,24.1103,52.7306,18.68,79,0,2.74,AE,1735258702
451,birao,10.2849,22.7882,20.13,19,65,3.34,CF,1735258703
452,sukhodol,53.9006,51.2117,-9.84,98,92,2.94,RU,1735258705
453,sparti,37.0733,22.4297,7.39,88,100,5.86,GR,1735258706
454,saint-philippe,-21.3585,55.7679,24.64,71,52,4.29,RE,1735258707
455,wacheng,33.7833,114.5167,0.12,40,13,2.4,CN,1735258708
456,santarem,-2.4431,-54.7083,27.07,83,20,1.03,BR,1735258582
457,tshikapa,-6.4167,20.8,20.82,99,100,1.47,CD,1735258552
458,new norfolk,-42.7826,147.0587,18.73,63,97,6.43,AU,1735258712
459,kaindy,42.8247,73.6759,-0.3,63,100,2.97,KG,1735258713
460,beyneu,45.3167,55.2,-1.53,74,82,4.47,KZ,1735258714
461,nicoya,10.1483,-85.452,24.23,85,99,0.61,CR,1735258715
462,acapulco de juarez,16.8634,-99.8901,27.9,69,0,5.14,MX,1735258636
463,arauquita,7.0292,-71.4281,25.76,68,45,0.62,CO,1735258718
464,ikalamavony,-21.15,46.5833,20.67,87,92,1.76,MG,1735258719
465,andergrove,-21.0833,149.1833,26.52,60,34,3.44,AU,1735258720
466,yakeshi,49.2833,120.7333,-32.89,100,100,1.39,CN,1735258721
467,egilsstadir,65.2653,-14.3948,2.95,70,0,5.66,IS,1735258722
468,douentza,14.9951,-2.9517,20.13,12,32,1.98,ML,1735258723
469,ghadamis,30.1337,9.5007,6.81,57,0,2.38,LY,1735258725
470,sumbawa besar,-8.5,117.4333,27.31,83,92,0.8,ID,1735258727
471,berdigestyakh,62.0989,126.6992,-26.82,100,100,0.55,RU,1735258728
472,conceicao da barra,-18.5933,-39.7322,24.87,85,99,4.55,BR,1735258729
473,colonel hill,22.7667,-74.2167,24.62,71,100,8.39,BS,1735258730
474,nadym,65.5333,72.5167,-7.76,95,100,6.75,RU,1735258732
475,pilar,-9.5972,-35.9567,23.96,77,37,2.79,BR,1735258733
476,kill devil hills,36.0307,-75.676,8.32,78,100,5.66,US,1735258629
477,arroyito,-31.4202,-63.05,23.39,34,0,3.19,AR,1735258735
478,touros,-5.1989,-35.4608,26.76,75,99,6.19,BR,1735258587
479,mizdah,31.4451,12.9801,7.17,74,18,4.84,LY,1735258738
480,axim,4.8699,-2.2405,26.47,87,14,2.28,GH,1735258573
481,assab,13.0092,42.7394,24.81,70,0,11.14,ER,1735258740
482,miri,4.4148,114.0089,24.08,100,40,1.03,MY,1735258741
483,yorkton,51.2167,-102.4677,-8.96,89,37,2.96,CA,1735258502
484,bikenibeu village,1.3673,173.1241,29.98,74,20,8.23,KI,1735258743
485,ciudad bolivar,8.1222,-63.5497,29.96,42,58,6.27,VE,1735258744
486,gbadolite,4.2833,21.0167,23.86,38,87,0.91,CD,1735258746
487,waingapu,-9.6567,120.2641,28.49,76,99,2.92,ID,1735258747
488,mana,5.6592,-53.7767,25.11,83,80,3.29,GF,1735258748
489,severo-yeniseyskiy,60.3725,93.0408,-9.31,91,100,5.39,RU,1735258749
490,tanumah,27.1,44.1333,17.43,36,2,6.58,SA,1735258750
491,pervomayskoye,43.919,46.7102,5.73,86,100,2.82,RU,1735258751
492,boende,-0.2167,20.8667,22.49,97,98,1.15,CD,1735258752
493,richards bay,-28.783,32.0377,21.94,79,58,5.12,ZA,1735258754
494,jastrzebie zdroj,49.9554,18.5748,-2.71,70,8,1.19,PL,1735258755
495,mount pearl,47.5166,-52.7813,2.3,97,100,9.26,CA,1735258756
496,holdrege,40.4403,-99.3698,3.95,100,100,2.57,US,1735258755
497,north tamworth,-31.0778,150.9261,33.06,31,20,10.8,AU,1735258758
498,bandarbeyla,9.4942,50.8122,23.78,75,65,9.31,SO,1735258759
499,khorixas,-20.3667,14.9667,24.02,41,99,1.51,NA,1735258761
500,nizhnesortymskiy,62.4397,71.7603,-9.48,95,100,6.73,RU,1735258762
501,timbiqui,2.7717,-77.6654,24.26,93,90,1.82,CO,1735258763
502,pimentel,-6.8367,-79.9342,25.16,57,75,5.66,PE,1735258764
503,tokonou,9.65,-9.7833,20.14,24,100,1.39,GN,1735258765
504,debark',13.1561,37.8981,9.8,60,2,1.33,ET,1735258572
505,hit,33.6416,42.8251,15.06,46,100,4.63,IQ,1735258632
506,cidade velha,14.9167,-23.6167,22.54,82,26,4.57,CV,1735258769
507,kharp,66.8014,65.8081,-11.79,98,100,1.45,RU,1735258770
508,mutuali,-14.8706,37.0044,21.54,94,100,1.22,MZ,1735258771
509,raduzhny,62.0961,77.475,-6.95,93,100,5.21,RU,1735258772
510,laojunmiao,39.8333,97.7333,-13.49,51,2,2.94,CN,1735258694
511,neyriz,29.1988,54.3278,4.15,41,1,0.67,IR,1735258776
512,mabai,23.0128,104.4508,8.7,95,100,0.94,CN,1735258777
513,gwadar,25.1216,62.3254,20.65,32,0,4.19,PK,1735258778
514,kalemie,-5.9475,29.1947,20.46,92,96,1.61,CD,1735258779
515,chernyshevskiy,63.0128,112.4714,-24.86,100,96,0.84,RU,1735258780
516,gadzhiyevo,69.2551,33.3362,0.57,79,55,15.13,RU,1735258781
517,kudahuvadhoo,2.6708,72.8944,27.65,77,92,5.05,MV,1735258782
518,jinchang,38.4953,102.1739,-12.46,73,29,1.27,CN,1735258784
519,ogwashi-uku,6.1782,6.5243,23.03,86,15,1.97,NG,1735258785
520,phu khiao,16.3765,102.1285,20.48,75,67,1.25,TH,1735258786
521,pedro carbo,-1.8333,-80.2333,25.93,68,95,0.72,EC,1735258571
522,beloyarskiy,63.7119,66.6722,-9.56,96,100,2.69,RU,1735258788
523,fada n'gourma,12.0622,0.3578,22.1,14,74,4.17,BF,1735258790
524,kitangari,-10.65,39.3333,20.41,86,72,1.62,TZ,1735258791
525,beichengqu,40.4394,113.1536,-15.42,65,18,2.5,CN,1735258792
526,colares,38.7992,-9.4469,12.11,77,84,2.86,PT,1735258793
527,belyy yar,53.6039,91.3903,-28.06,83,40,1.0,RU,1735258794
528,korla,41.7597,86.1469,-12.07,83,1,2.13,CN,1735258795
529,fort st. john,56.2499,-120.8529,-4.06,80,100,3.09,CA,1735258727
530,kiuruvesi,63.65,26.6167,0.13,87,6,4.59,FI,1735258798
531,pathein,16.7833,94.7333,18.78,80,7,1.69,MM,1735258799
532,aghajari,30.7006,49.8315,11.12,54,40,2.06,IR,1735258800
533,awjilah,29.1081,21.2869,10.64,77,16,7.46,LY,1735258801
534,khandyga,62.6667,135.6,-40.82,100,92,0.16,RU,1735258802
535,taroudant,30.4703,-8.877,16.64,27,83,1.15,MA,1735258803
536,fray luis a. beltran,-32.7912,-60.7282,20.98,64,0,3.6,AR,1735258804
537,labytnangi,66.6572,66.4183,-10.94,96,100,2.46,RU,1735258806
538,horsham,51.064,-0.3272,6.85,89,75,0.51,GB,1735258807
539,konarka,19.9,86.1167,19.05,58,1,4.31,IN,1735258808
540,valdez,1.2492,-78.9831,25.72,82,62,4.28,EC,1735258571
541,quila,24.4228,-107.22,22.28,40,0,3.32,MX,1735258810
542,piti village,13.4626,144.6933,30.03,81,61,7.18,GU,1735258812
543,eastham,41.8301,-69.9739,1.64,82,76,0.89,US,1735258813
544,caucete,-31.6518,-68.2811,31.84,18,33,4.17,AR,1735258814
545,el granada,37.5027,-122.4694,16.18,87,100,4.12,US,1735258815
546,murzuq,25.9155,13.9184,6.75,53,0,2.63,LY,1735258816
547,dryden,49.7833,-92.7503,0.16,93,100,4.12,CA,1735258573
548,la sarre,48.8002,-79.1996,-2.32,91,100,4.31,CA,1735258815
549,coos bay,43.3665,-124.2179,10.18,93,100,5.14,US,1735258821
550,tandil,-37.3217,-59.1332,18.57,51,24,5.3,AR,1735258822
551,sagua la grande,22.8067,-80.0756,22.67,92,100,3.15,CU,1735258823
552,altay,47.8667,88.1167,-14.52,51,6,3.65,CN,1735258825
553,colon,9.3592,-79.9014,27.27,92,89,2.24,PA,1735258826
554,el bauga,18.262,33.9081,18.79,28,7,4.96,SD,1735258827
555,kosh-agach,50.0,88.6667,-31.89,87,83,1.08,RU,1735258829
556,kone,-21.0595,164.8658,28.52,46,10,4.13,NC,1735258831
557,santiago de cao,-7.9589,-79.2392,20.07,77,75,4.12,PE,1735258832
558,novo selo,41.4139,22.8811,1.63,83,99,3.18,MK,1735258833
559,sanand,22.9833,72.3833,19.12,63,74,2.14,IN,1735258834
560,turbat,26.0023,63.044,15.08,23,0,2.42,PK,1735258835
561,mont-joli,48.5839,-68.1921,-11.28,85,0,2.06,CA,1735258836
562,al jawf,29.5,38.75,12.96,27,100,4.28,SA,1735258838
563,gazojak,41.1875,61.4036,0.04,45,13,3.36,TM,1735258692
564,mabaruma,8.2,-59.7833,21.97,88,65,1.31,GY,1735258840
565,bairnsdale,-37.8333,147.6167,25.03,34,67,1.79,AU,1735258841
566,yakutsk,62.0339,129.7331,-38.02,67,92,2.0,RU,1735258842
567,beau vallon,-20.4189,57.6953,24.13,83,40,3.09,MU,1735258844
568,puerto lleras,3.0223,-73.4044,25.69,72,79,0.71,CO,1735258846
569,walvis bay,-22.9575,14.5053,16.2,94,6,2.32,NA,1735258847
570,deland,29.0283,-81.3031,18.85,92,100,0.45,US,1735258848
571,ploneour-lanvern,47.9,-4.2833,6.18,89,100,3.09,FR,1735258849
572,zemio,5.0314,25.1361,22.04,40,99,1.38,CF,1735258850
